School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
St James Sep S,70 Wellington St,Eganville,K0J1T0,Renfrew County CDSB,798568,Yes, ,Yes
Baxter Central P.S..,62 Denney Dr,Egbert,L0L1N0,Simcoe County DSB,34762,Yes,,
Rideau DHS,251 Main Street RR 2,Elgin,K0G1E0,Upper Canada DSB,26666,Yes,,
Rideau DHS,251 Main Street RR 2,Elgin,K0G1E0,Upper Canada DSB,26666,Yes,,
South Crosby PS,1 Halladay Street,Elgin,K0G1E0,Upper Canada DSB,129038,Yes,,
Elk Lake PS,41 First St,Elk Lake,P0J1G0,DSB Ontario North East,282170,Yes, , 
Central Avenue Public School,81 Central Ave,Elliot Lake,P5A2G4,Algoma DSB,93548,Yes, , 
École séparée Georges-Vanier,140 Hillside Nord promenade,Elliot Lake,P5A1X5,CSDC du Nouvel-Ontario,738379,Yes, , 
Elliot Lake Secondary School,303 Mississauga Ave,Elliot Lake,P5A1E8,Algoma DSB,908010,Yes, , 
ES Villa Française des Jeunes,11 Edinburgh ch,Elliot Lake,P5A2M3,CSD du Grand Nord de l'Ontario,965570,Yes, , 
North Shore Adolescent Education School,303 Mississauga Ave,Elliot Lake,P5A1R9,Algoma DSB,891150,Yes, , 
Our Lady of Fatima Catholic School,140 Hillside Dr N,Elliot Lake,P5A1X7,Huron-Superior CDSB,742929,Yes, , 
Our Lady of Lourdes French Immersion Catholic School,139 Mississauga Ave,Elliot Lake,P5A1E3,Huron-Superior CDSB,745260,Yes, , 
Elmira District Seconday School,4 University Ave,Elmira  ,N3B1K2,Waterloo Region DSB,908142,Yes,,
St. Teresa of Avila Catholic School - Elmira,89 First St W,Elmira  ,N3B1G5,Waterloo CDSB,851736,Yes,,
Elmvale District High School,25 Lawson St,Elmvale,L0L1P0,Simcoe County DSB,908274,Yes,,
Huronia Cenntennial Elementary School,28 Simcoe St,Elmvale,L0L1P0,Simcoe County DSB,274542,Yes,,
Our Lady of Lourdes Catholic Elementary School,34 Kerr Street,Elmvale,L0L1P0,Simcoe Muskoka CDSB,745391,Yes,,
Elora Public School - Lunch Program,288 Mill St E,Elora,N0B1S0,Upper Grand DSB,178969,Yes,,
Elora Public School - Snack Program,288 Mill St E,Elora,N0B1S0,Upper Grand DSB,178969,Yes,,
Salem Public School,23 Woolwich ST,Elora,N0B1S0,Upper Grand DSB,497193,Yes,,
St. Mary Catholic School - Elora,251 Irvine St,Elora,N0B1S0,Wellington CDSB,825476,Yes,,
Zorra Highland Park,County Road 6 RR 1,Embro,N0J1J0,Thames Valley DSB,627194,,,Yes
Cambridge PS,2123 Route 500 West,Embrun,K0A1W0,Upper Canada DSB,76643,Yes,,
E Elem C Embrun - Pav. Saint-Jean/Pav. La Croisee,1045 Notre-Dame rue,Embrun,K0A1W0,CSDC de l'Est ontarien,754102,Yes,,
EI catholique - Pavillon Embrun,1276 St-Jacques rue,Embrun,K0A1W0,CSDC de l'Est ontarien,733228,Yes,,
Donald Young School,Highway 602 Hwy,Emo,P0W1E0,Rainy River DSB,141518,,Yes,
Sturgeon Creek Alternative Program,Highway 602 Hwy,Emo,P0W1E0,Rainy River DSB,141518,,,Yes
Sturgeon Creek School,Barwick Rd N,Emo,P0W1E0,Rainy River DSB,540005,,Yes,
Evergreen Heights,2510 Highway 592,Emsdale,P0A1J0,Near North DSB,190411,Yes,,
Englehart HS,61 Fourth St,Englehart,P0J1H0,DSB Ontario North East,908924,Yes, , 
Englehart PS,70 Eighth Ave,Englehart,P0J1H0,DSB Ontario North East,181552,Yes, , 
Holy Family S,80 Eighth Avenue,Englehart,P0J1H0,Northeastern CDSB,716537,Yes, , 
Brisbane Public School,9426 WELLINGTON RD 124 2,Erin,N0B1T0,Upper Grand DSB,185191,Yes,,
Erin District High School,14 Boland Dr,Erin,N0B1T0,Upper Grand DSB,909050,Yes,,
Erin Public School,185 Daniel St,Erin,N0B1T0,Upper Grand DSB,185582,Yes,,
A B Ellis,128 Park St,Espanola,P5E1S7,Rainbow DSB,185930,Yes,, 
E Sep Saint-Joseph,333 Mead boulevard,Espanola,P5E1C4,CSDC du Nouvel-Ontario,808180,Yes,, 
ES C Franco-Ouest,147 Spruce rue,Espanola,P5E1R7,CSDC du Nouvel-Ontario,704989,Yes,, 
Espanola HS,147 Spruce St,Espanola,P5E1R7,Rainbow DSB,909319,Yes,, 
Sacred Heart CS,128 Park Street,Espanola,P5E1B3,Huron-Superior CDSB,755923,Yes,, 
Essex DHS,244 Talbot St N,Essex,N8M2E1,Greater Essex County DSB,909440,Yes,,
Holy Name Catholic Elementary,200 Fairview Ave W,Essex,N8M1Y1,Windsor-Essex CDSB,717835,,,Yes
Northwood Elementary School,84925 Ethel Line,Ethel,N0G1T0,Avon Maitland DSB,578519,,,Yes
Beaumonde Heights Jr Md S,70 Monterrey Dr,Etobicoke,M9V1T1,Toronto DSB,38032,Yes, , 
Braeburn Jr S,15 Tandridge Cres,Etobicoke,M9W2N8,Toronto DSB,57100,Yes,Yes, 
Broadacres Jr PS,45 Crendon Dr,Etobicoke,M9C3G6,Toronto DSB,63649,Yes, , 
Burnhamthorpe CI,500 The East Mall,Etobicoke,M9B2C4,Toronto DSB,897485,Yes, , 
Claireville J.S.,350 Silverstone Dr,Etobicoke,M9V3J4,Toronto DSB,107948,Yes, , 
David Hornell PS,32 Victoria St,Etobicoke,M8V1M6,Toronto DSB,134627,Yes, , 
Dixon Grove J. M. S.,315 The Westway,Etobicoke,M9R1H1,Toronto DSB,140996,Yes, , 
E Elem Felix-Leclerc,50 Celestine promenade,Etobicoke,M9R3N3,CS Viamonde,194069,Yes, , 
Eatonville Jr School,15 Rossburn Dr,Etobicoke,M9C2P7,Toronto DSB,164780,Yes, , 
Elmbank PS,10 Pittsboro Dr,Etobicoke,M9V3R4,Toronto DSB,176796,Yes, ,Yes
Elmlea J.S.,50 Hadrian Dr,Etobicoke,M9W1V4,Toronto DSB,177261,Yes, , 
Etobicoke C.I.,86 Montgomery Rd,Etobicoke,M9A3N5,Toronto DSB,909572,Yes, , 
Greenholme Jr Middle School   ,10 Jamestown Cres,Etobicoke,M9V3M5,Toronto DSB,229580,Yes, , 
Highfield Jr S,85 Mount Olive Dr,Etobicoke,M9V2C9,Toronto DSB,255521,Yes,Yes, 
James S. Bell Jr Middle School,90 Thirty First St,Etobicoke,M8W3E9,Toronto DSB,282049,,Yes, 
John D Parker,202 Mount Olive Dr,Etobicoke,M9V3Z5,Toronto DSB,283436,Yes, , 
Lakeshore C.I. ,350 Kipling Ave,Etobicoke,M8V3L1,Toronto DSB,921092,Yes,Yes, 
Melody Village Jr S,520 Silverstone Dr,Etobicoke,M9V3L5,Toronto DSB,360198,Yes, , 
North Kipling Jr M.S.,2 Rowntree Rd,Etobicoke,M9V5C7,Toronto DSB,407291,Yes, , 
Parkfield Jr S,31 Redgrave Dr,Etobicoke,M9R3T9,Toronto DSB,434400,Yes, , 
Second St Jr M.S.,71 Second St,Etobicoke,M8V2X4,Toronto DSB,504866,Yes, , 
Seneca School,580 Rathburn Rd,Etobicoke,M9C3T3,Toronto DSB,505587,Yes, , 
Seventh Street Jr PS,101 Seventh St,Etobicoke,M8V3B5,Toronto DSB,506036,Yes, , 
Smithfield Middle School,175 Mount Olive Dr,Etobicoke,M9V2E3,Toronto DSB,518840,Yes, , 
The Elms Jr M.S.,45 Golfdown Dr,Etobicoke,M9W2H8,Toronto DSB,551279,Yes, ,Yes
Twentieth St Jr S.,3190 Lake Shore Blvd W,Etobicoke,M8V1L8,Toronto DSB,563234,Yes, , 
Valleyfield Jr School,35 Saskatoon Dr,Etobicoke,M9P2E8,Toronto DSB,569607,Yes, , 
Wellesworth Jr S,225 Wellesworth Dr,Etobicoke,M9C4S5,Toronto DSB,593915,Yes, , 
West Glen Jr School,47 Cowley Ave,Etobicoke,M9B2E4,Toronto DSB,595608,Yes, , 
Westway Jr PS,25 Poynter Dr,Etobicoke,M9R1K8,Toronto DSB,603015,Yes, , 
Tosorontio Central Public School,7016 County Rd 13 RR 3,Everett,L0M1J0,Simcoe County DSB,557897,Yes,,Yes
COPE Exeter,..,Exeter,N0M1S6,..,403,Yes,,
Exeter Elementary School,93 VICTORIA ST E,Exeter,N0M1S1,Avon Maitland DSB,190527,,,Yes
Precious Blood School,133 Sanders St W,Exeter,N0M1S2,Huron Perth CDSB,706396,,,Yes
South Huron District High School,92 Gidley St E,Exeter,N0M1S6,Avon Maitland DSB,943118,,,Yes
Fenelon Falls Secondary School,66 Lindsay St,Fenelon Falls,K0M1N0,Trillium Lakelands DSB,909700,Yes,Yes,
Langton Public School,35 Wychwood Cres,Fenelon Falls,K0M1N0,Trillium Lakelands DSB,307947,Yes,,
Fenelon Alternate Education and Training Centre,230 Angeline St S,Fenlon Falls,K0M1N0,Trillium Lakelands DSB,890170,Yes,,
St. Ann - Fenwick/Pelham,832 Canboro Rd,Fenwick/Pelham,L0S1C0,Niagara CDSB,770612,Yes,,
Centre Wellington DHS - Lunch,905 Scotland St,Fergus,N1M1Y7,Upper Grand DSB,909831,Yes,,
Centre Wellington District High School - Breakfast,905 Scotland St,Fergus,N1M1Y7,Upper Grand DSB,909831,Yes,,
J. D. Hogarth - lunch,360 Belsyde St E,Fergus,N1M1Z5,Upper Grand DSB,282324,Yes,,
J.D. Hogarth,360 Belsyde St E,Fergus,N1M1Z5,Upper Grand DSB,282324,Yes,,
James McQueen,365 St George St W,Fergus,N1M1J4,Upper Grand DSB,281522,Yes,,
St. Joseph Catholic School - Fergus,150 Strathallan St,Fergus,N1M1A1,Wellington CDSB,808318,Yes,,
Victoria Terrace Public School,500 Victoria Terrace,Fergus,N1M2G5,Upper Grand DSB,576107,Yes,,
Rainham Central School,572 Concession 5 RR 1,Fisherville,N0A1G0,Grand Erie DSB,469505,Yes,,
Grey Highlands Secondary School,Box 460,Flesherton,N0C1E0,Bluewater DSB,914444,Yes,,
MacPhail Memorial Elementary School,49 Campbell St,Flesherton,N0C1E0,Bluewater DSB,198978,Yes,,
Floradale Public School,35 Florapine Rd,Floradale  ,N3B2Z1,Waterloo Region DSB,199389,Yes,,
E SEp Notre-Dame,70 2e avenue,Foleyet,P0M1T0,CSDC des Grandes Rivières,740322,Yes,, 
Hillside Kettle Point School,..,Forest,N0N1J0,..,106,Yes,,
Kinnwood Central School,63 MacDonald St,Forest,N0N1J0,Lambton Kent DSB,619787,Yes,,
North Lambton Secondary School,15-19 George St,Forest,N0N1J0,Lambton Kent DSB,910228,Yes,,
North Lambton Secondary School-SWAC,..,Forest,N0N1Jo,..,107,Yes,,
Immaculate Conception School,201 Concession 12,Formosa,N0G1W0,Bruce-Grey CDSB,721255,Yes,,
Fort Erie Pathways - Second Chance - Connect,7 Tait Ave,Fort Erie,L2A3T7,DSB Niagara,910740,Yes,Yes,Yes
Fort Erie Secondary,7 Tait Ave,Fort Erie,L2A3P1,DSB Niagara,910740,Yes,,
Garrison Road,1110 Garrison Rd,Fort Erie,L2A1N9,DSB Niagara,210358,Yes,,
Our Lady of Victory Jr./Sr.,300 Central Ave,Fort Erie,L2A3T3,Niagara CDSB,749427,Yes,,
Peace Bridge Public - Kids to Youth,105 Torrance St,Fort Erie,L2A2C1,DSB Niagara,557773,,,Yes
Peace Bridge Public School,105 Torrance St,Fort Erie,L2A2C1,DSB Niagara,557773,Yes,,
Sherkston Bridge,..,Fort Erie,L2A5M4,..,484695,Yes,Yes,Yes
St. Philomena,1332 Phillips St,Fort Erie,L2A3C2,Niagara CDSB,846147,,,Yes
Fort Frances High School,440 McIrvine Rd,Fort Frances,P9A3T8,Rainy River DSB,910872,Yes,,
J W Walker PS,475 Keating Ave,Fort Frances,P9A3K8,Rainy River DSB,280747,Yes,,
Robert Moore School,528 Second St E,Fort Frances,P9A1N4,Rainy River DSB,487830,Yes,,
Seven Generations Secondary School,..,Fort Frances,P9A3M6,..,…,Yes,,
St Michaels S,820 Fifth St E,Fort Frances,P9A1V4,Northwest CDSB,834181,,,Yes
St. Francis Sep S,675 Flinders Ave,Fort Frances,P9A3L2,Northwest CDSB,790249,,,Yes
Gananoque SS,175 William Street South,Gananoque,K7G1S8,Upper Canada DSB,911526,Yes,,
Linklater PS,300 Stone Street North,Gananoque,K7G1Y8,Upper Canada DSB,314153,Yes,,
Linklater PS,300 Stone Street North,Gananoque,K7G1Y8,Upper Canada DSB,314153,Yes,,
St Joseph's Sep S,235 Georgiana St,Gananoque,K7G1M9,CDSB of Eastern Ontario,813907,Yes,,
Northeastern E S,45 Spruce St,Garson,P3L1P8,Rainbow DSB,410918,Yes,, 
Centennial,233 Delrex Blvd,Georgetown,L7G4G1,Halton DSB,90140,Yes,,
Christ the King SS,161 Guelph St,Georgetown,L7G4A1,Halton CDSB,697125,Yes,,
Christ the King SS,161 Guelph St,Georgetown,L7G4A1,Halton CDSB,697125,Yes,,
Christ the King SS,161 Guelph St,Georgetown,L7G4A1,Halton CDSB,697125,Yes,,
Ethel Gardiner,14365 Danby Road,Georgetown,L7G6L8,Halton DSB,180123,Yes,,
Gary Allan -HH ,96 Guelph St,Georgetown,L7N3Z5,Halton DSB,890405,Yes,,
George Kennedy,75 Weber Dr,Georgetown,L7G1C5,Halton DSB,212369,Yes,,
George Kennedy,75 Weber Dr,Georgetown,L7G1C5,Halton DSB,212369,Yes,,
Georgetown District HS,70 Guelph St,Georgetown,L7G3Z5,Halton DSB,912433,Yes,,
Georgetown District HS,70 Guelph St,Georgetown,L7G3Z5,Halton DSB,912433,Yes,,
Georgetown District HS,70 Guelph St,Georgetown,L7G3Z5,Halton DSB,912433,Yes,,
Harrison,59 Rexway Dr,Georgetown,L7G1P9,Halton DSB,245259,Yes,,
Holy Cross,222 Maple Ave,Georgetown,L7G1X2,Halton CDSB,714712,Yes,,
Joseph Gibbons,41 Moore Park Cres,Georgetown,L7G2T3,Halton DSB,286087,Yes,,
Joseph Gibbons,41 Moore Park Cres,Georgetown,L7G2T3,Halton DSB,286087,Yes,,
Links 2 Care,..,Georgetown,L7G4R9,..,…,Yes,,
Pineview,13074 5 Side Rd RR 2,Georgetown,L7G4S5,Halton DSB,445452,Yes,,
St. Frances of Assissi,120 Sinclair,Georgetown,L7G1J4,Halton CDSB,792039,Yes,,
B A Parker PS,Hogarth Ave,Geraldton,P0T1M0,Superior-Greenstone DSB,214574,Yes,,Yes
École St-Joseph,308 4e rue nord,Geraldton,P0T1M0,CSDC des Aurores boréales,808440,Yes,,Yes
St Joseph Separate School,308 Fourth St N,Geraldton,P0T1M0,Superior North CDSB,808571,Yes,,Yes
Glen Williams ,512 Main St,Glen Williams,L7G3S8,Halton DSB,220523,Yes,,
Glen Williams ,512 Main St,Glen Williams,L7G3S8,Halton DSB,220523,Yes,,
Ekcoe Central Public School,3719 PARKHOUSE DR,Glencoe,N0L1M0,Thames Valley DSB,167738,Yes,,
Glencoe District High School,3581 Concession St,Glencoe,N0L1M0,Thames Valley DSB,912824,Yes,,
St. Charles Catholic School,257 Elizabeth St,Glencoe,N0L1M0,London District Catholic School Board,782440,,,Yes
Goderich District Collegiate Institute,260 South St,Goderich,N7A3M5,Avon Maitland DSB,913600,Yes,,
Goderich Public School,125 Blake St W,Goderich,N7A1Z1,Avon Maitland DSB,478133,Yes,,
St. Mary's School Goderich,70 Bennett St E,Goderich,N7A1A4,Huron Perth CDSB,827940,,, 
E SEp Notre-Dame-du-Rosaire,51 Harris rue,Gogama,P0M1W0,CSDC des Grandes Rivières,736422,Yes,, 
Goodwood Public School,4340 Front St,Goodwood,L0C1A0,Durham DSB,567787,,,Yes
Charles C McLean PS,43 Hall St,Gore Bay,P0P1H0,Rainbow DSB,101478,Yes,, 
Plainville Public School,4877 Burnham St N RR #1,Gores Landing,K0K2E0,Kawartha Pine Ridge DSB,241610,Yes,,Yes
Gorham & Ware Community School,2032 Kam-Current Rd 14,Gorham,P7G0K5,Lakehead DSB,222372,Yes,,
Howick Central School,"45010 Harriston Road, Hwy 87 RR 1",Gorrie,N0G1X0,Avon Maitland DSB,268003,,,Yes
Mountain View Public School,Mahler Rd 1,Goulais River,P0S1E0,Algoma DSB,195200,Yes, ,Yes  
Grafton Public School,654 Station Rd,Grafton,K0K2G0,Kawartha Pine Ridge DSB,240184,Yes,,Yes
"St. Mary's Catholic School,  Grafton",103 B Lyle St,Grafton,K0K2G0,Peterborough Victoria Northum Clarington CDSB,825654,Yes,,
Grand Bend PublicSchool,15 Gill Rd,Grand Bend,N0M1T0,Lambton Kent DSB,226661,,,Yes
Grand Valley Public School,120 Main St N RR 2,Grand Valley,L9W7N4,Upper Grand DSB,226793,Yes,,
Ecole St. Philippes,7195 St-Philippe line,Grande Pointe,N0P1S0,Conseil scolaire catholique Providence,845639,,,Yes
"Gravenhurst Alternative, Training and Education",..,Gravenhurst,P1P1B8,..,…,Yes,,
Gravenhurst Public,301 Mary St S,Gravenhurst,P1P1X6,Trillium Lakelands DSB,228877,Yes,,
Gravenhurst Secondary School,325 Mary St S,Gravenhurst,P1P1B8,Trillium Lakelands DSB,914380,Yes,,
Muskoka Beechgrove ,395 Muskoka Beach Rd,Gravenhurst,P2P2M9,Trillium Lakelands DSB,382140,Yes,,
Greenbank Public School,1325 Cragg Rd,Greenbank,L0C1B0,Durham DSB,477435,Yes,,
Valley View Public School,3530 Westney Rd,Greenwood,L0H1H0,Durham DSB,569216,Yes,,
Blessed Trinity SS,145 Livingston Ave,Grimsby,L3M5J6,Niagara CDSB,690791,Yes,,
Central Elementary School,10 Livingston Ave,Grimsby,L3M1K7,DSB Niagara,94978,Yes,,
Grimsby Secondary School,5 Boulton Ave,Grimsby,L3M1H6,DSB Niagara,914517,Yes,,
Lakeview Public School (NEW),33 Olive St,Grimsby,L3M2B9,DSB Niagara,304921,,,Yes
St. Joseph Grimsby,5 Robinson St N,Grimsby,L3M3C8,Niagara CDSB,808709,,,Yes
The Fort,..,Grimsby,L3M1X2,..,…,,Yes,Yes
Westend Bridge - Grimsby SS,4317 Central Ave,Grimsby,L3M1H6,DSB Niagara,894109,Yes,Yes,Yes
Avalon Children's Residence,58 Dawson Rd,Guelph,N1H1A8,Upper Grand DSB,649317,Yes,,
Brant Ave Neighbourhood Group,..,Guelph,N1E3P2,..,…,Yes,,
Brant Avenue Public School,64 Brant Ave,Guelph,N1E1G2,Upper Grand DSB,57380,Yes,,
Cadence - Centennial CVI,289 College Ave W,Guelph,N1H2W6,Upper Grand DSB,899283,Yes,,
Centennial CVI,289 College Ave W,Guelph,N1G1S9,Upper Grand DSB,899283,Yes,,
College Heights Secondary School,371 College Ave W,Guelph,N1G1T3,Upper Grand DSB,902462,Yes,,
Edward Johnson,397 Stevenson St N,Guelph,N1E5C1,Upper Grand DSB,166472,Yes,,
Fred A. Hamilton Public School,160 Ironwood Rd,Guelph,N1G3R4,Upper Grand DSB,199699,Yes,,
Gateway Drive Public School,33 Gateway Dr,Guelph,N1H6X1,Upper Grand DSB,208620,Yes,,
Gateway to Success Program - Guelph c/o CMHA WWD,..,Guelph,N1E4J3,..,…,Yes,,
GCVI - Food for Thought,155 Paisley St,Guelph,N1H2P3,Upper Grand DSB,914770,Yes,,
Give Yourself Credit,141 Woolwich St,Guelph,N1H8H1,Upper Grand DSB,649293,Yes,,
Guelph Lake Public School,..,Guelph,..,..,…,Yes,,
Holy Rosary Catholic School,365 Stevenson St N,Guelph,N1E5B7,Wellington CDSB,718610,Yes,,
Holy Trinity Catholic School,487 Grange Rd,Guelph,N1E7C4,Wellington CDSB,704334,Yes,,
Jean Little Public School,56 Youngman Dr,Guelph,N1G4L2,Upper Grand DSB,282316,Yes,,
John F. Ross Vocational Institute,21 Meyer Dr,Guelph,N1E4H1,Upper Grand DSB,918679,Yes,,
June Avenue Public School,30 June Ave,Guelph,N1H1H6,Upper Grand DSB,286729,Yes,,
Ken Danby Public School,525 Grange Rd,Guelph,N1E7C4,Upper Grand DSB,586866,Yes,,
King George Public School,72 Lemon St,Guelph,N1E2H5,Upper Grand DSB,296082,Yes,,
Kortright Hills Public School,23 Ptarmigan Dr,Guelph,N1C1B5,Upper Grand DSB,145882,Yes,,
Mitchell Woods Public School,670 Willow Rd,Guelph,N1H8K2,Upper Grand DSB,368644,Yes,,Yes
New Way,..,Guelph,N1E3B3,..,…,Yes,,
Onward Willow BBBF,..,Guelph,N1H1C8,..,…,Yes,,
Ottawa Crescent Public School,75 Ottawa Cres,Guelph,N1E2A8,Upper Grand DSB,428817,Yes,,
Our Lady of Lourdes H.S.,54 Westmount Rd,Guelph,N1H5H7,Wellington CDSB,745529,Yes,,
Paisley Road Public School,406 Paisley Rd,Guelph,N1H2R3,Upper Grand DSB,431150,Yes,,
Ponsonby,5923 WELLINGTON ROAD 7 5,Guelph,N1H6J2,Upper Grand DSB,450006,Yes,,
Priory Park Public School,275 Scottsdale Dr,Guelph,N1G3A1,Upper Grand DSB,458384,Yes,,
Sacred Heart,125 Huron St,Guelph,N1E5L5,Wellington CDSB,756059,Yes,,
"Shelldale Better Beginnings, Better Futures",..,Guelph,N1H1C8,..,…,Yes,,
St. James Catholic High School,57 Victoria Rd N,Guelph,N1E5G9,Wellington CDSB,798690,Yes,,
St. John Bosco - PASS,19 Northumberland St.,Guelph,N1L0G4,Wellington CDSB,858892,Yes,,
St. John Bosco - ROOTS ,19 Northumberland St.,Guelph,N1L0G4,Wellington CDSB,858892,Yes,,
St. John Bosco - Summer School ,19 Northumberland St.,Guelph,N1L0G4,Wellington CDSB,858892,Yes,,
St. John Bosco Snack,19 Northumberland St.,Guelph,N1H3A1,Wellington CDSB,858892,Yes,,
St. John Catholic School - Guelph,63 Victoria Rd N,Guelph,N1E5G9,Wellington CDSB,801550,Yes,,
St. Joseph's Catholic School - Guelph,10 Guelph St,Guelph,N1H5Y8,Wellington CDSB,808830,Yes,,
St. Michael Catholic School,9 McElderry Rd,Guelph,N1G4W7,Wellington CDSB,833690,Yes,,
St. Patrick Catholic school  ,391 Victoria Road North,Guelph,N1E5J9,Wellington CDSB,837210,Yes,,
St. Peter Catholic School Guelph,150 Westwood Rd,Guelph,N1H7G1,Wellington CDSB,868000,Yes,,
Student Success - College Heights,371 College Ave W,Guelph,N1G1T3,Upper Grand DSB,902462,Yes,,
Waverley Drive Public School,140 Waverley Dr,Guelph,N1E1H2,Upper Grand DSB,590665,Yes,,
Waverley Drive Public School lunch,140 Waverley Dr,Guelph,N1E1H2,Upper Grand DSB,590665,Yes,,
Waverley Drive Public School Snack,140 Waverley Dr,Guelph,N1E1H2,Upper Grand DSB,590665,Yes,,
Waverley Neighbourhood Group,..,Guelph,N1E1H2,..,…,Yes,,
West Willow Village,..,Guelph,N1H5T1,..,…,Yes,,
Westwood Public School - Snack,495 Willow Rd,Guelph,N1H7C7,Upper Grand DSB,603244,Yes,,
Westwood Public School Breakfast,495 Willow Rd,Guelph,N1H7C7,Upper Grand DSB,603244,Yes,,
William C. Winegard Public School,25 Lee St,Guelph,N1E7E7,Upper Grand DSB,363687,Yes,,
Willow Road Public School,125 Willow Rd,Guelph,N1H1W4,Upper Grand DSB,609552,Yes,,
YMCA-YWCA of Guelph - Teenage Parents Program,..,Guelph,N1G4M3,..,…,Yes,,
Young Parent Education Program,..,Guelph,N1H1C8,..,…,Yes,,
John Galt Public School,50 Laurine Ave,Guelph ,N1E4M9,Upper Grand DSB,477416,Yes,,
Hagersville Elementary S,40 Parkview Rd,Hagersville,N0A1H0,Grand Erie DSB,233706,,,Yes
Hagersville Secondary School,70 Parkview Rd,Hagersville,N0A1H0,Grand Erie DSB,915033,Yes,,
Hagersville Secondary School Nations,70 Parkview Rd,Hagersville,N0A1H0,Grand Erie DSB,915033,Yes,,
ILA - Turning Point,..,Hagersville,N0A1H0,..,…,Yes,Yes,
New Start,..,Hagersville,N0A1H0,..,…,Yes,,
St.Marys School,92 Main Street South,Hagersville,N0A1H0,Brant Haldimand Norfolk CDSB,831450,Yes,,
Turning Point Hagersville,..,Hagersville,N0A1H0,..,…,Yes,,Yes
Walpole North Elementary School,1895 Haldimand Road #55 R.R. 5,Hagersville,N0A1H0,Grand Erie DSB,584037,Yes,,
E C Sainte-Croix,304 Rorke avenue,Haileybury,P0J1K0,CSDC des Grandes Rivières,785466,Yes, , 
Adult Education and Training Centre (HLC),230 Angeline St S,Haliburton,K0M1S0,Trillium Lakelands DSB,890170,Yes,,
Haliburton Highlands Secondary School,5358 County Rd. 21,Haliburton,K0M1S0,Trillium Lakelands DSB,915297,Yes,,
J. D. Hodgson Elementary School,1020 Grass Lake Rd,Haliburton,K0M1S0,Trillium Lakelands DSB,240761,Yes,,
Stuart Baker Elementary School,1080 Grass Lake Rd,Haliburton,K0M1S0,Trillium Lakelands DSB,575976,Yes,,
Adelaide Hoodless Elementary School,71 Maplewood Avenue,Hamilton,L8M1W7,Hamilton-Wentworth DSB,2674,Yes,,
Annunciation of Our Lord Catholic Elementary School,250 Limeridge Road West,Hamilton,L9C2V2,Hamilton-Wentworth CDSB,743868,Yes,,
Beasley Community Centre After School Program,..,Hamilton,L8R3N2,..,…,,,Yes
Bennetto Alternate Program ,47 Simcoe Street East,Hamilton,L8L3N2,Hamilton-Wentworth DSB,90131,Yes,,Yes
Bennetto Elementary School,47 Simcoe Street East,Hamilton,L8L3N2,Hamilton-Wentworth DSB,90131,Yes,,
Blessed Teresa of Calcutta Elementary School,1 Rexford Dr,Hamilton,L8W3E8,Hamilton-Wentworth CDSB,733105,Yes,,
Buchanan Park Elementary School,30 Laurier Avenue,Hamilton,L9C3Y7,Hamilton-Wentworth DSB,68845,,,Yes
Canadian Martyrs Catholic Elementary School,1355 Main St W,Hamilton,L8S4M7,Hamilton-Wentworth CDSB,693650,,,Yes
Canterbury Hills / Character Network ,..,Hamilton,L9A2P5,..,82244,Yes,,Yes
CATCH Parent and Child Network,..,Hamilton,L8K5N2,..,…,,Yes,
Cathy Wever Elementary School,160 Wentworth Street North,Hamilton,L8L5V7,Hamilton-Wentworth DSB,560408,Yes,,
Cecil B. Stirling Elementary School,340 Queen Victoria Drive,Hamilton,L8W1T9,Hamilton-Wentworth DSB,89257,Yes,,
Central Elementary School,75 Hunter Street West,Hamilton,L8P1P6,Hamilton-Wentworth DSB,91723,Yes,,Yes
Chedoke Elementary School,500 Bendamere Avenue,Hamilton,L9C1R3,Hamilton-Wentworth DSB,105503,Yes,,
